id,<=3,Ejercicio,O1,O2,O3,O4,O5,Respuesta,W1,W2,W3,W4,Contenido,Molde,Or_Dificultad,Dificultad,Habilidad,aux_n1,aux_n2,aux_n3,aux_n4,aux_n5,aux_n6,aux_n7,aux_n8,aux_n9,aux_n10,aux_n11,aux_n12,aux_n13,aux_n14,aux_n15,aux_n16,aux_n17,aux_n18,aux_n19,aux_n20,aux_n21,aux_n22,aux_n23,aux_n24,aux_n25,aux_n26,aux_n27,aux_n28,aux_n29,aux_n30,aux_n31,aux_n32,aux_n33,aux_n34,aux_n35,aux_n36,aux_n37,aux_n38,aux_n39,aux_n40,aux_n41,aux_n42,3,4,5,6,7,8,9,10,excercise_id,
9013,1,`(((-5/2)^9 · (-3/9)^9) : (-5/2 · -3/9) ^ 5)^5 · (-5/2 · -3/9)^10`,,,,,,`(5/6)^30`,`(5/6)^80`,`(5/6)^10`,`(5/6)^14`,`(5/6)^14`,56,B,1,800,Aplicar,-5/2,-3/9,9,5,5,10,5/6,30,80,10,14,14,0,0,-5,-3,2,9,15,18,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,9013,
9014,1,`(((-2/9)^4 · (3/2)^4) : (-2/9 · 3/2) ^ 8)^3 · (-2/9 · 3/2)^4`,,,,,,`(-1/3)^-8`,`(-1/3)^40`,`(-1/3)^-16`,`(-1/3)^0`,`(-1/3)^0`,56,B,1,800,Aplicar,-2/9,3/2,4,8,3,4,-1/3,-8,40,-16,0,0,0,1,-2,3,9,2,-6,18,6,-1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,9014,
9015,1,`(((4/6)^6 · (2/8)^6) : (4/6 · 2/8) ^ 9)^8 · (4/6 · 2/8)^3`,,,,,,`(1/6)^-21`,`(1/6)^123`,`(1/6)^-27`,`(1/6)^0`,`(1/6)^0`,56,B,1,800,Aplicar,4/6,2/8,6,9,8,3,1/6,-21,123,-27,0,0,1,1,4,2,6,8,8,48,8,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,9015,
9016,1,`(((-4/7)^4 · (2/8)^4) : (-4/7 · 2/8) ^ 9)^2 · (-4/7 · 2/8)^9`,,,,,,`(-1/7)^-1`,`(-1/7)^35`,`(-1/7)^-19`,`(-1/7)^4`,`(-1/7)^4`,56,B,1,800,Aplicar,-4/7,2/8,4,9,2,9,-1/7,-1,35,-19,4,4,0,1,-4,2,7,8,-8,56,8,-1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,9016,
9017,1,`(((8/6)^5 · (6/5)^5) : (8/6 · 6/5) ^ 2)^4 · (8/6 · 6/5)^5`,,,,,,`(8/5)^17`,`(8/5)^33`,`(8/5)^7`,`(8/5)^8`,`(8/5)^8`,56,B,1,800,Aplicar,8/6,6/5,5,2,4,5,8/5,17,33,7,8,8,1,1,8,6,6,5,48,30,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,9017,
9018,1,`(((3/4)^2 · (-5/7)^2) : (3/4 · -5/7) ^ 4)^3 · (3/4 · -5/7)^4`,,,,,,`(-15/28)^-2`,`(-15/28)^22`,`(-15/28)^-10`,`(-15/28)^2`,`(-15/28)^2`,56,B,1,800,Aplicar,3/4,-5/7,2,4,3,4,-15/28,-2,22,-10,2,2,1,0,3,-5,4,7,-15,28,1,-15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,9018,
9019,1,`(((2/6)^6 · (-9/7)^6) : (2/6 · -9/7) ^ 8)^2 · (2/6 · -9/7)^7`,,,,,,`(-3/7)^3`,`(-3/7)^35`,`(-3/7)^-11`,`(-3/7)^5`,`(-3/7)^5`,56,B,1,800,Aplicar,2/6,-9/7,6,8,2,7,-3/7,3,35,-11,5,5,1,0,2,-9,6,7,-18,42,6,-3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,9019,
9020,1,`(((-2/8)^8 · (-6/8)^8) : (-2/8 · -6/8) ^ 8)^5 · (-2/8 · -6/8)^7`,,,,,,`(3/16)^7`,`(3/16)^87`,`(3/16)^-7`,`(3/16)^7`,`(3/16)^7`,56,B,1,800,Aplicar,-2/8,-6/8,8,8,5,7,3/16,7,87,-7,7,7,0,0,-2,-6,8,8,12,64,4,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,9020,
9021,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(0.8)^9 : (0.9)^11 · (0.6)^11`,II. `(-0.8)^9 : (0.9)^11 · (0.6)^11`,III. `-(-0.8)^9 : (0.9)^11 · (0.6)^11`,,,I y II,II y III,I y III,"I, II y III",Todos tienen resultados distintos,56,C,0.333333333,566.6666667,Analizar,0.8,0.9,0.6,9,11,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9021,
9022,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(0.2)^3 : (0.4)^5 · (0.3)^5`,II. `(-0.2)^3 : (0.4)^5 · (0.3)^5`,III. `-(-0.2)^3 : (0.4)^5 · (0.3)^5`,,,I y II,II y III,I y III,"I, II y III",Todos tienen resultados distintos,56,C,0.333333333,566.6666667,Analizar,0.2,0.4,0.3,3,5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9022,
9023,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(0.5)^7 : (0.8)^7 · (0.9)^7`,II. `(-0.5)^7 : (0.8)^7 · (0.9)^7`,III. `-(-0.5)^7 : (0.8)^7 · (0.9)^7`,,,I y II,II y III,I y III,"I, II y III",Todos tienen resultados distintos,56,C,0.333333333,566.6666667,Analizar,0.5,0.8,0.9,7,7,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9023,
9024,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(0.8)^3 : (0.2)^7 · (0.8)^7`,II. `(-0.8)^3 : (0.2)^7 · (0.8)^7`,III. `-(-0.8)^3 : (0.2)^7 · (0.8)^7`,,,I y II,II y III,I y III,"I, II y III",Todos tienen resultados distintos,56,C,0.333333333,566.6666667,Analizar,0.8,0.2,0.8,3,7,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9024,
9025,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(0.5)^5 : (0.2)^11 · (0.6)^11`,II. `(-0.5)^5 : (0.2)^11 · (0.6)^11`,III. `-(-0.5)^5 : (0.2)^11 · (0.6)^11`,,,I y II,II y III,I y III,"I, II y III",Todos tienen resultados distintos,56,C,0.333333333,566.6666667,Analizar,0.5,0.2,0.6,5,11,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9025,
9026,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(0.9)^7 : (0.7)^5 · (0.8)^5`,II. `(-0.9)^7 : (0.7)^5 · (0.8)^5`,III. `-(-0.9)^7 : (0.7)^5 · (0.8)^5`,,,I y II,II y III,I y III,"I, II y III",Todos tienen resultados distintos,56,C,0.333333333,566.6666667,Analizar,0.9,0.7,0.8,7,5,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9026,
9027,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(0.9)^9 : (0.2)^5 · (0.7)^5`,II. `(-0.9)^9 : (0.2)^5 · (0.7)^5`,III. `-(-0.9)^9 : (0.2)^5 · (0.7)^5`,,,I y II,II y III,I y III,"I, II y III",Todos tienen resultados distintos,56,C,0.333333333,566.6666667,Analizar,0.9,0.2,0.7,9,5,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9027,
9028,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(0.4)^7 : (0.1)^7 · (0.1)^7`,II. `(-0.4)^7 : (0.1)^7 · (0.1)^7`,III. `-(-0.4)^7 : (0.1)^7 · (0.1)^7`,,,I y II,II y III,I y III,"I, II y III",Todos tienen resultados distintos,56,C,0.333333333,566.6666667,Analizar,0.4,0.1,0.1,7,7,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9028,
9029,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(0.4)^7 : (0.2)^11 · (0.5)^11`,II. `(-0.4)^7 : (0.2)^11 · (0.5)^11`,III. `-(-0.4)^7 : (0.2)^11 · (0.5)^11`,,,I y II,II y III,I y III,"I, II y III",Todos tienen resultados distintos,56,C,0.333333333,566.6666667,Analizar,0.4,0.2,0.5,7,11,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9029,
9030,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(0.3)^5 : (0.6)^7 · (0.6)^7`,II. `(-0.3)^5 : (0.6)^7 · (0.6)^7`,III. `-(-0.3)^5 : (0.6)^7 · (0.6)^7`,,,I y II,II y III,I y III,"I, II y III",Todos tienen resultados distintos,56,C,0.333333333,566.6666667,Analizar,0.3,0.6,0.6,5,7,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9030,
9031,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(2.11)^8 : (9.35)^6 · (0.8)^6`,II. `(-2.11)^8 : (9.35)^6 · (0.8)^6`,III. `-(-2.11)^8 : (9.35)^6 · (0.8)^6`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,0.666666667,783.3333333,Analizar,2.11,9.35,0.8,8,6,-2.11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9031,
9032,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(7.06)^4 : (1.24)^8 · (0.3)^8`,II. `(-7.06)^4 : (1.24)^8 · (0.3)^8`,III. `-(-7.06)^4 : (1.24)^8 · (0.3)^8`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,0.666666667,783.3333333,Analizar,7.06,1.24,0.3,4,8,-7.06,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9032,
9033,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(-1.36)^4 : (-2.92)^4 · (0.8)^4`,II. `(1.36)^4 : (-2.92)^4 · (0.8)^4`,III. `-(1.36)^4 : (-2.92)^4 · (0.8)^4`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,0.666666667,783.3333333,Analizar,-1.36,-2.92,0.8,4,4,1.36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9033,
9034,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(-5.93)^8 : (2.65)^10 · (0.4)^10`,II. `(5.93)^8 : (2.65)^10 · (0.4)^10`,III. `-(5.93)^8 : (2.65)^10 · (0.4)^10`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,0.666666667,783.3333333,Analizar,-5.93,2.65,0.4,8,10,5.93,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9034,
9035,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(9.99)^6 : (-3.61)^4 · (0.7)^4`,II. `(-9.99)^6 : (-3.61)^4 · (0.7)^4`,III. `-(-9.99)^6 : (-3.61)^4 · (0.7)^4`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,0.666666667,783.3333333,Analizar,9.99,-3.61,0.7,6,4,-9.99,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9035,
9036,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(6.47)^6 : (3.97)^6 · (0.6)^6`,II. `(-6.47)^6 : (3.97)^6 · (0.6)^6`,III. `-(-6.47)^6 : (3.97)^6 · (0.6)^6`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,0.666666667,783.3333333,Analizar,6.47,3.97,0.6,6,6,-6.47,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9036,
9037,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(3.9)^6 : (5.64)^10 · (0.4)^10`,II. `(-3.9)^6 : (5.64)^10 · (0.4)^10`,III. `-(-3.9)^6 : (5.64)^10 · (0.4)^10`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,0.666666667,783.3333333,Analizar,3.9,5.64,0.4,6,10,-3.9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9037,
9038,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(2.78)^8 : (-7.85)^10 · (0.5)^10`,II. `(-2.78)^8 : (-7.85)^10 · (0.5)^10`,III. `-(-2.78)^8 : (-7.85)^10 · (0.5)^10`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,0.666666667,783.3333333,Analizar,2.78,-7.85,0.5,8,10,-2.78,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9038,
9039,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(2.78)^8 : (-7.79)^8 · (0.8)^8`,II. `(-2.78)^8 : (-7.79)^8 · (0.8)^8`,III. `-(-2.78)^8 : (-7.79)^8 · (0.8)^8`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,0.666666667,783.3333333,Analizar,2.78,-7.79,0.8,8,8,-2.78,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9039,
9040,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(8.65)^8 : (-1.56)^10 · (0.5)^10`,II. `(-8.65)^8 : (-1.56)^10 · (0.5)^10`,III. `-(-8.65)^8 : (-1.56)^10 · (0.5)^10`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,0.666666667,783.3333333,Analizar,8.65,-1.56,0.5,8,10,-8.65,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9040,
9041,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(1/9)^24 : (-4/4)^10 · (-7/7)^10`,II. `(-1/9)^24 : (-4/4)^10 · (-7/7)^10`,III. `-(-1/9)^24 : (-4/4)^10 · (-7/7)^10`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,1,1000,Analizar,1/9,-4/4,-7/7,24,10,-1/9,1,1,1,-4,9,4,1,0,-7,7,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9041,
9042,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(2/8)^24 : (5/7)^18 · (-2/5)^18`,II. `(-2/8)^24 : (5/7)^18 · (-2/5)^18`,III. `-(-2/8)^24 : (5/7)^18 · (-2/5)^18`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,1,1000,Analizar,2/8,5/7,-2/5,24,18,-2/8,1,1,2,5,8,7,1,1,-2.00,5,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9042,
9043,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(-8/2)^20 : (1/6)^28 · (-8/8)^28`,II. `(8/2)^20 : (1/6)^28 · (-8/8)^28`,III. `-(8/2)^20 : (1/6)^28 · (-8/8)^28`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,1,1000,Analizar,-8/2,1/6,-8/8,20,28,8/2,0,1,-8,1,2,6,0,1,-8,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9043,
9044,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(-9/5)^30 : (8/4)^28 · (8/5)^28`,II. `(9/5)^30 : (8/4)^28 · (8/5)^28`,III. `-(9/5)^30 : (8/4)^28 · (8/5)^28`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,1,1000,Analizar,-9/5,8/4,8/5,30,28,9/5,1,1,-9,8,5,4,0,1,8,5,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9044,
9045,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(-3/5)^18 : (4/7)^30 · (-8/7)^30`,II. `(3/5)^18 : (4/7)^30 · (-8/7)^30`,III. `-(3/5)^18 : (4/7)^30 · (-8/7)^30`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,1,1000,Analizar,-3/5,4/7,-8/7,18,30,3/5,1,1,-3,4,5,7,0,1,-8,7,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9045,
9046,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(-6/4)^16 : (5/6)^10 · (2/5)^10`,II. `(6/4)^16 : (5/6)^10 · (2/5)^10`,III. `-(6/4)^16 : (5/6)^10 · (2/5)^10`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,1,1000,Analizar,-6/4,5/6,2/5,16,10,6/4,0,1,-6,5,4,6,0,1,2,5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9046,
9047,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(-6/8)^30 : (8/2)^10 · (-5/2)^10`,II. `(6/8)^30 : (8/2)^10 · (-5/2)^10`,III. `-(6/8)^30 : (8/2)^10 · (-5/2)^10`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,1,1000,Analizar,-6/8,8/2,-5/2,30,10,6/8,0,0,-6,8,8,2,0,1,-5,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9047,
9048,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(9/9)^26 : (-9/2)^18 · (-7/9)^18`,II. `(-9/9)^26 : (-9/2)^18 · (-7/9)^18`,III. `-(-9/9)^26 : (-9/2)^18 · (-7/9)^18`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,1,1000,Analizar,9/9,-9/2,-7/9,26,18,-9/9,1,1,9,-9,9,2,1,0,-7,9,0,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9048,
9049,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(-9/9)^16 : (-9/6)^26 · (-8/4)^26`,II. `(9/9)^16 : (-9/6)^26 · (-8/4)^26`,III. `-(9/9)^16 : (-9/6)^26 · (-8/4)^26`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,1,1000,Analizar,-9/9,-9/6,-8/4,16,26,9/9,1,0,-9,-9,9,6,0,0,-8,4,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9049,
9050,1,¿Cuales de los siguientes ejercicios tienen el mismo resultado?,I. `-(-2/7)^14 : (-1/6)^20 · (-4/7)^20`,II. `(2/7)^14 : (-1/6)^20 · (-4/7)^20`,III. `-(2/7)^14 : (-1/6)^20 · (-4/7)^20`,,,I y III,II y III,I y II,"I, II y III",Todos tienen resultados distintos,56,C,1,1000,Analizar,-2/7,-1/6,-4/7,14,20,2/7,1,0,-2,-1,7,6,0,0,-4,7,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9050,
9051,,"Hay `9` casas, en cada casa viven `9` personas, cada persona tiene `9` camisas y cada camisa tiene `9` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`9 ^ 9`,`9 ^ 8`,`9 · 9`,`9 · 8`,`9 + 9`,57,A,0.2,120,Identificar,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9051,
9052,,"Hay `4` casas, en cada casa viven `4` personas, cada persona tiene `4` camisas y cada camisa tiene `4` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`4 ^ 4`,`4 ^ 3`,`4 · 4`,`4 · 3`,`4 + 4`,57,A,0.2,120,Identificar,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9052,
9053,,"Hay `5` casas, en cada casa viven `5` personas, cada persona tiene `5` camisas y cada camisa tiene `5` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`5 ^ 5`,`5 ^ 4`,`5 · 5`,`5 · 4`,`5 + 5`,57,A,0.2,120,Identificar,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9053,
9054,,"Hay `5` casas, en cada casa viven `5` personas, cada persona tiene `5` camisas y cada camisa tiene `5` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`5 ^ 5`,`5 ^ 4`,`5 · 5`,`5 · 4`,`5 + 5`,57,A,0.2,120,Identificar,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9054,
9055,,"Hay `6` casas, en cada casa viven `6` personas, cada persona tiene `6` camisas y cada camisa tiene `6` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`6 ^ 6`,`6 ^ 5`,`6 · 6`,`6 · 5`,`6 + 6`,57,A,0.2,120,Identificar,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9055,
9056,,"Hay `6` casas, en cada casa viven `6` personas, cada persona tiene `6` camisas y cada camisa tiene `6` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`6 ^ 6`,`6 ^ 5`,`6 · 6`,`6 · 5`,`6 + 6`,57,A,0.2,120,Identificar,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9056,
9057,,"Hay `5` casas, en cada casa viven `5` personas, cada persona tiene `5` camisas y cada camisa tiene `5` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`5 ^ 5`,`5 ^ 4`,`5 · 5`,`5 · 4`,`5 + 5`,57,A,0.2,120,Identificar,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9057,
9058,,"Hay `8` casas, en cada casa viven `8` personas, cada persona tiene `8` camisas y cada camisa tiene `8` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`8 ^ 8`,`8 ^ 7`,`8 · 8`,`8 · 7`,`8 + 8`,57,A,0.2,120,Identificar,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9058,
9059,,"Hay `7` casas, en cada casa viven `7` personas, cada persona tiene `7` camisas y cada camisa tiene `7` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`7 ^ 7`,`7 ^ 6`,`7 · 7`,`7 · 6`,`7 + 7`,57,A,0.2,120,Identificar,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9059,
9060,,"Hay `9` casas, en cada casa viven `9` personas, cada persona tiene `9` camisas y cada camisa tiene `9` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`9 ^ 9`,`9 ^ 8`,`9 · 9`,`9 · 8`,`9 + 9`,57,A,0.2,120,Identificar,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9060,
9061,,"Hay `4/12` casas, en cada casa viven `4/12` personas, cada persona tiene `4/12` camisas y cada camisa tiene `4/12` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`(4/12) ^ (4/12)`,`(4/12) ^ (3/12)`,`(4/12) · (4/12)`,`(4/12) · (3/12)`,`4/12 + 4/12`,57,A,0.4,240,Identificar,4/12,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9061,
9062,,"Hay `9/9` casas, en cada casa viven `9/9` personas, cada persona tiene `9/9` camisas y cada camisa tiene `9/9` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`(9/9) ^ (9/9)`,`(9/9) ^ (8/9)`,`(9/9) · (9/9)`,`(9/9) · (8/9)`,`9/9 + 9/9`,57,A,0.4,240,Identificar,9/9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9062,
9063,,"Hay `7/16` casas, en cada casa viven `7/16` personas, cada persona tiene `7/16` camisas y cada camisa tiene `7/16` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`(7/16) ^ (7/16)`,`(7/16) ^ (6/16)`,`(7/16) · (7/16)`,`(7/16) · (6/16)`,`7/16 + 7/16`,57,A,0.4,240,Identificar,7/16,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9063,
9064,,"Hay `6/3` casas, en cada casa viven `6/3` personas, cada persona tiene `6/3` camisas y cada camisa tiene `6/3` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`(6/3) ^ (6/3)`,`(6/3) ^ (5/3)`,`(6/3) · (6/3)`,`(6/3) · (5/3)`,`6/3 + 6/3`,57,A,0.4,240,Identificar,6/3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9064,
9065,,"Hay `5/12` casas, en cada casa viven `5/12` personas, cada persona tiene `5/12` camisas y cada camisa tiene `5/12` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`(5/12) ^ (5/12)`,`(5/12) ^ (4/12)`,`(5/12) · (5/12)`,`(5/12) · (4/12)`,`5/12 + 5/12`,57,A,0.4,240,Identificar,5/12,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9065,
9066,,"Hay `8/17` casas, en cada casa viven `8/17` personas, cada persona tiene `8/17` camisas y cada camisa tiene `8/17` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`(8/17) ^ (8/17)`,`(8/17) ^ (7/17)`,`(8/17) · (8/17)`,`(8/17) · (7/17)`,`8/17 + 8/17`,57,A,0.4,240,Identificar,8/17,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9066,
9067,,"Hay `5/9` casas, en cada casa viven `5/9` personas, cada persona tiene `5/9` camisas y cada camisa tiene `5/9` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`(5/9) ^ (5/9)`,`(5/9) ^ (4/9)`,`(5/9) · (5/9)`,`(5/9) · (4/9)`,`5/9 + 5/9`,57,A,0.4,240,Identificar,5/9,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9067,
9068,,"Hay `5/18` casas, en cada casa viven `5/18` personas, cada persona tiene `5/18` camisas y cada camisa tiene `5/18` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`(5/18) ^ (5/18)`,`(5/18) ^ (4/18)`,`(5/18) · (5/18)`,`(5/18) · (4/18)`,`5/18 + 5/18`,57,A,0.4,240,Identificar,5/18,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9068,
9069,,"Hay `6/3` casas, en cada casa viven `6/3` personas, cada persona tiene `6/3` camisas y cada camisa tiene `6/3` botones. ¿Cúal es el correcto planteamiento de este problema?",,,,,,`(6/3) ^ (6/3)`,`(6/3) ^ (5/3)`,`(6/3) · (6/3)`,`(6/3) · (5/3)`,`6/3 + 6/3`,57,A,0.4,240,Identificar,6/3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9069,
